F1,F2,F3,F4,F5,X,Y,Z,C1,C2,cl
587,699,894,716,879,168,61,188,0,1,f
622,612,795,371,593,133,118,76,1,0,what
747,328,626,844,609,34,71,55,0,1,h
386,708,340,743,579,150,138,44,0,1,hello
639,591,512,643,861,86,71,101,0,1,hands
467,758,703,810,648,58,151,57,0,1,sixty
589,567,490,634,419,36,197,63,0,1,time
490,736,539,571,552,172,51,159,1,0,where
571,423,589,408,518,47,38,212,0,1,hungry
589,589,597,395,496,192,186,213,0,0,hour
755,763,753,530,819,193,59,191,0,1,v
560,849,485,897,492,188,169,67,1,0,head
503,579,481,370,408,208,236,44,1,1,them
713,690,471,464,483,22,0,162,0,0,house
513,709,426,367,451,80,219,182,1,0,her
805,892,515,765,430,76,135,225,0,0,take
837,842,695,390,679,140,61,135,1,0,r
708,765,597,701,901,195,69,44,1,1,thank
901,446,638,582,630,187,42,227,1,0,m
766,402,403,834,743,78,201,175,0,1,nine
704,736,745,488,830,221,22,159,0,1,v
676,797,600,543,588,135,66,56,0,0,q
594,607,756,420,758,158,239,68,1,0,t
843,473,893,439,648,78,192,158,1,0,hate
434,820,803,783,442,189,214,190,0,1,two
544,690,880,730,883,181,56,142,0,1,f
455,622,440,344,525,83,190,170,1,0,her
729,401,676,642,395,224,50,140,0,0,or
330,508,617,400,868,213,246,180,0,0,when
523,839,483,871,476,208,162,66,1,0,head
596,641,493,614,813,105,79,83,0,1,hands
351,628,884,584,414,200,209,70,1,1,old
624,577,565,790,673,47,192,81,0,1,o
848,447,917,458,645,40,194,138,1,0,hate
608,762,553,453,734,200,76,119,1,0,g
784,519,529,701,791,70,77,71,0,0,c
596,685,866,769,840,163,48,161,0,1,f
405,384,438,367,738,108,144,221,0,0,outside
344,620,883,548,376,221,227,84,1,1,old
517,499,433,374,473,229,243,50,1,1,them
341,709,347,747,562,117,125,49,0,1,hello
557,452,739,551,905,140,198,209,1,0,apple
413,542,532,428,873,177,221,45,0,0,n
904,839,598,384,390,180,208,90,0,0,have
866,351,550,790,528,142,55,207,1,0,how
377,497,645,397,855,244,224,167,0,0,when
523,426,739,497,894,139,197,215,1,0,apple
806,560,536,673,763,59,73,50,0,0,c
886,573,828,604,732,28,150,92,0,0,four
492,658,425,366,551,63,233,193,1,0,her
727,343,686,880,601,36,78,62,0,1,h
626,825,711,465,477,67,50,210,0,1,has
692,350,645,882,579,34,71,39,0,1,h
678,599,485,808,386,34,95,41,1,1,age
438,317,819,470,364,135,67,109,1,1,no
660,847,603,590,624,104,66,42,1,0,q
443,421,783,441,408,136,60,101,1,0,no
610,442,618,440,552,43,49,188,0,1,hungry
642,397,822,849,642,118,80,194,0,0,home
645,692,440,453,456,22,29,172,0,1,house
414,690,360,753,634,145,133,48,0,1,hello
812,913,483,760,445,68,149,212,0,0,take
871,605,842,598,732,34,166,101,0,0,four
509,432,497,553,474,51,186,81,0,0,yesterday
879,553,862,599,697,39,171,115,0,0,four
479,633,450,420,496,58,230,196,1,0,her
449,810,780,869,636,142,190,34,1,0,their
865,471,899,445,649,53,207,162,1,0,hate
380,438,361,376,489,29,39,40,1,0,e
406,535,794,591,507,80,174,166,1,0,fifty
577,614,619,425,455,198,197,195,0,0,hour
359,611,887,529,361,222,206,56,1,0,old
619,379,562,590,894,57,13,52,1,0,other
635,715,490,813,833,123,198,128,0,1,happy
588,588,684,393,752,184,243,68,1,0,t
773,490,716,859,800,228,180,132,1,0,food
739,534,744,514,355,69,95,37,1,0,hat
683,746,506,857,867,96,200,139,0,1,happy
829,506,528,700,817,74,38,74,0,0,c
688,449,643,639,423,210,64,160,0,0,or
563,616,763,564,826,71,244,59,0,0,which
473,659,468,383,653,159,20,178,0,1,your
896,345,368,836,848,225,176,115,1,0,he
858,372,379,822,805,240,184,110,1,0,he
931,427,471,430,895,35,172,124,1,0,heavy
869,453,745,730,900,21,82,143,0,1,p
899,480,758,730,849,7,74,135,0,1,p
638,424,836,848,610,124,82,202,0,0,home
605,573,709,384,697,166,248,93,1,0,t
867,531,747,724,872,33,76,148,0,1,p
383,840,460,550,442,88,114,116,0,1,hours
424,757,798,763,504,172,209,220,0,1,two
639,395,454,528,627,124,71,218,0,1,why
368,648,564,702,414,27,51,145,0,0,l
334,845,347,376,848,214,50,133,0,0,ten
541,472,461,598,482,46,172,111,0,0,yesterday
535,611,409,686,891,25,106,27,0,0,w
613,680,869,713,878,179,64,162,0,1,f
759,484,572,837,833,232,46,192,0,1,half
624,891,535,596,390,94,27,148,1,0,opposite
360,858,382,425,836,209,53,124,1,0,ten
457,849,362,516,900,96,164,95,0,0,three
600,723,577,490,761,199,70,110,1,0,g
508,625,678,495,820,71,215,30,0,1,seven
768,395,701,435,518,130,236,78,1,0,year
499,530,871,858,442,57,95,180,0,1,k
351,651,886,547,390,206,216,80,1,1,old
696,499,501,886,819,220,62,182,1,1,half
410,607,824,411,601,203,212,185,1,1,x
741,381,619,877,593,21,85,50,0,1,h
487,500,725,521,674,160,211,188,0,1,water
501,826,415,716,697,145,19,94,0,1,one
364,602,889,570,387,212,218,60,1,1,old
810,845,431,372,368,131,84,88,0,0,of
871,609,819,600,723,9,142,102,0,0,four
620,371,547,581,830,49,52,48,1,0,other
491,416,782,574,766,46,54,136,0,1,eat
664,770,674,500,804,47,146,40,1,0,drink
796,397,733,389,569,116,228,96,1,0,year
473,885,797,885,360,89,129,199,0,0,twenty
532,677,433,392,508,55,203,197,1,0,her
847,880,618,571,822,224,99,213,1,1,years
458,718,736,805,677,74,126,71,0,0,sixty
783,852,427,605,421,53,82,165,0,1,five
872,817,627,394,408,175,201,103,0,1,have
463,817,358,509,921,117,147,105,0,0,three
381,444,541,713,571,72,216,220,0,0,hair
854,495,852,420,627,62,204,159,1,0,hate
683,791,634,735,867,205,80,44,0,1,thank
470,543,799,677,831,24,179,93,0,1,him
544,605,741,565,824,45,231,47,0,0,which
624,829,728,415,444,77,44,211,0,0,has
506,552,675,507,864,43,226,60,0,0,seven
484,620,379,336,481,72,209,213,1,0,her
375,618,897,536,426,208,203,50,1,1,old
599,620,433,708,888,14,106,18,0,0,w
398,388,392,388,437,78,41,31,1,0,e
484,412,778,601,753,38,43,134,0,1,eat
369,654,606,688,458,40,58,137,0,0,l
779,494,705,844,826,226,180,121,1,0,food
699,713,689,517,845,203,29,176,0,1,v
394,422,351,377,441,16,53,17,1,0,e
596,893,599,652,374,104,22,152,1,0,opposite
356,891,368,428,784,196,61,165,1,0,ten
505,647,414,345,504,79,211,203,1,0,her
616,839,739,458,478,70,34,201,0,0,has
510,655,423,372,463,90,218,192,1,0,her
345,821,825,473,407,94,72,148,1,0,a
347,509,530,804,567,99,211,230,0,0,hair
408,321,764,488,399,140,65,111,1,1,no
603,771,521,498,736,206,72,126,1,0,g
830,486,912,417,620,70,195,167,1,0,hate
605,470,460,585,452,75,193,111,0,0,yesterday
337,662,365,702,562,138,129,32,0,1,hello
392,454,381,354,459,14,56,48,1,0,e
707,350,655,843,573,47,48,50,0,1,h
687,829,617,547,641,120,62,41,1,0,q
391,575,813,537,484,98,157,144,1,0,fifty
740,357,670,877,522,37,83,56,1,1,h
696,531,766,574,409,88,91,49,1,0,hat
876,339,332,849,822,226,165,101,1,0,he
667,722,490,830,843,132,206,144,0,1,happy
773,493,668,720,513,65,215,100,0,0,you
654,598,603,435,518,207,211,232,0,0,hour
680,710,463,822,822,150,193,116,0,1,happy
476,678,471,373,635,164,23,164,0,1,your
388,823,773,475,408,73,101,145,1,1,a
461,846,414,510,879,91,182,95,0,1,three
420,398,772,479,421,110,80,129,1,1,no
365,474,519,748,549,85,210,232,0,0,hair
758,583,767,759,759,176,208,188,1,1,z
826,468,666,729,510,93,229,94,0,0,you
639,742,491,828,843,122,172,136,0,1,happy
605,440,603,407,532,61,39,237,0,1,hungry
669,745,628,701,838,196,84,49,0,1,thank
658,818,447,845,837,90,196,63,1,1,b
441,598,439,758,424,204,181,23,1,1,thirty
573,492,496,575,516,50,158,112,0,0,yesterday
871,436,676,598,591,181,52,225,1,0,m
612,428,459,541,618,120,75,208,0,1,why
594,565,490,604,384,28,205,67,0,1,time
620,434,613,454,491,73,55,210,0,1,hungry
651,724,496,791,821,123,184,125,0,1,happy
371,811,798,525,355,74,107,130,1,1,a
637,527,562,796,641,44,187,86,0,1,o
589,432,589,421,495,27,47,226,0,1,hungry
513,619,656,492,823,62,222,50,0,0,seven
548,432,498,610,485,27,183,80,0,0,yesterday
641,593,527,809,352,51,68,40,1,1,age
512,415,768,566,799,25,36,147,0,1,eat
416,689,609,682,480,41,64,124,0,0,l
425,780,810,735,436,149,227,198,0,1,two
882,457,682,554,650,158,25,210,1,0,m
786,447,592,697,500,97,219,89,0,0,you
585,822,465,847,486,206,178,70,1,0,head
758,720,426,475,445,14,36,184,0,1,house
677,409,452,519,629,120,79,204,0,1,why
665,819,784,449,429,41,56,234,0,0,has
766,887,528,759,463,76,166,221,0,0,take
363,856,344,428,843,209,51,149,1,0,ten
436,628,526,415,877,187,198,53,0,0,n
882,344,511,778,553,132,56,208,1,0,how
492,453,750,497,889,129,191,209,1,0,apple
548,497,480,597,472,78,190,89,0,0,yesterday
660,814,516,449,739,201,78,111,0,0,g
507,611,675,508,876,51,228,52,0,0,seven
451,833,427,533,855,87,170,111,0,0,three
839,514,495,664,780,70,80,47,0,0,c
620,582,775,379,737,187,229,93,1,0,t
392,840,321,402,833,213,46,141,1,0,ten
527,435,743,482,871,121,200,194,1,0,apple
842,354,323,856,775,235,160,100,1,0,he
762,851,433,646,451,116,145,204,1,1,once
727,744,770,537,825,209,28,197,0,1,v
742,856,497,711,401,181,37,133,1,1,yes
461,794,734,837,733,77,142,58,0,1,sixty
430,662,499,353,609,141,32,206,0,1,your
850,522,866,409,626,49,201,147,1,1,hate
706,872,490,749,375,177,25,124,1,1,yes
878,436,646,582,586,192,41,237,1,0,m
505,772,429,575,598,185,128,159,1,1,s
377,451,499,750,552,112,227,203,0,0,hair
541,473,499,585,498,47,190,100,0,0,yesterday
464,462,750,535,678,142,214,197,0,1,water
561,692,899,736,835,174,99,161,0,1,f
890,434,514,420,871,38,146,122,1,0,heavy
387,436,327,358,481,23,55,51,1,1,e
732,774,748,529,823,198,39,184,1,1,v
595,396,548,613,830,76,104,72,1,0,eight
775,897,719,366,667,164,76,124,1,0,r
439,806,773,834,671,52,167,72,0,1,sixty
582,524,477,406,466,197,114,178,0,0,six
668,559,567,797,651,63,192,106,0,1,o
455,705,557,594,534,129,59,158,1,0,where
487,804,416,565,612,177,155,160,1,0,s
549,836,386,733,722,155,27,85,0,1,one
383,489,503,776,540,85,219,229,0,0,hair
672,496,471,895,443,115,69,73,0,1,y
820,533,526,720,801,76,69,67,0,0,c
716,830,397,404,776,59,184,90,0,0,i
671,580,522,830,635,30,191,95,1,1,o
622,804,574,472,735,194,30,132,1,0,g
449,339,488,358,742,91,131,215,0,0,outside
555,847,448,670,673,130,48,92,0,1,one
370,815,795,526,384,74,84,170,1,1,a
680,522,768,561,345,80,111,49,1,0,hat
652,425,838,840,672,113,66,203,0,0,home
865,438,661,643,616,188,22,236,1,0,m
642,495,432,886,470,130,88,85,0,1,y
354,493,816,550,656,200,109,189,1,1,d
651,610,797,407,595,136,90,71,1,0,what
537,637,434,693,873,11,94,37,0,0,w
389,576,843,604,510,115,156,165,0,0,fifty
678,311,698,862,569,32,71,59,0,1,h
376,666,871,583,392,199,213,46,1,1,old
362,452,514,758,518,99,189,236,0,0,hair
635,819,425,790,850,99,172,46,1,1,b
548,400,592,437,527,37,64,221,1,1,hungry
634,473,422,903,417,101,101,67,0,1,y
359,833,348,418,855,194,53,165,1,0,ten
584,835,374,697,720,176,49,84,1,1,one
878,344,359,838,821,238,178,88,1,0,he
791,332,342,821,695,94,196,180,0,1,nine
427,542,776,509,688,129,213,191,0,1,water
737,605,748,743,788,192,230,202,1,0,z
653,829,458,837,810,117,186,56,1,1,b
769,504,681,824,796,218,185,127,0,0,food
526,438,859,896,435,50,90,206,0,1,k
884,438,446,420,826,23,117,130,1,0,heavy
718,836,439,426,761,34,188,98,1,0,i
411,583,777,586,541,82,170,160,1,0,fifty
386,575,537,414,883,177,204,36,0,0,n
901,477,658,576,622,215,27,228,1,0,m
759,843,359,389,409,108,117,82,0,0,of
810,625,726,759,771,187,209,177,1,1,z
819,334,525,769,540,156,79,198,1,0,how
558,455,530,595,463,54,165,118,0,0,yesterday
334,822,820,506,366,81,81,128,1,1,a
689,864,578,541,598,128,53,71,1,0,q
640,726,478,846,847,147,203,144,0,1,happy
686,353,645,889,600,19,90,44,0,1,h
606,396,621,440,526,65,29,194,0,1,hungry
886,401,422,408,858,61,156,106,1,0,heavy
713,514,689,513,396,66,91,41,1,0,hat
714,403,439,537,644,132,71,233,0,1,why
665,386,852,826,683,112,65,206,0,0,home
890,513,715,756,845,3,92,152,0,0,p
767,573,754,737,720,168,196,190,1,1,z
595,606,539,623,387,20,182,74,0,1,time
670,804,573,593,626,112,54,100,1,0,q
786,523,668,826,819,207,191,142,1,0,food
431,624,455,725,410,197,197,31,1,1,thirty
576,620,589,415,526,196,209,200,0,0,hour
371,449,541,792,554,89,230,204,0,0,hair
797,847,442,566,438,61,70,177,0,1,five
404,943,426,548,474,81,117,136,0,1,hours
448,663,478,376,640,138,35,178,0,1,your
696,416,505,900,818,239,77,177,0,1,half
587,601,584,389,512,172,227,221,0,0,hour
779,891,553,783,431,54,147,242,0,0,take
840,865,684,364,633,165,62,124,1,0,r
496,411,809,585,801,16,46,139,0,0,eat
451,672,508,453,672,184,0,170,0,1,your
390,623,773,415,607,200,198,165,1,0,x
491,502,872,844,459,52,72,178,0,1,k
586,617,548,629,410,28,179,62,0,1,time
526,620,754,551,808,49,207,32,0,0,which
337,426,760,559,609,177,112,188,1,1,d
603,759,865,759,863,149,65,155,0,1,f
855,332,388,824,785,221,169,73,1,0,he
388,647,873,536,375,188,224,69,1,1,old
355,454,531,752,566,96,215,212,0,0,hair
825,421,627,719,561,85,234,105,0,0,you
602,600,703,404,718,189,225,76,1,0,t
785,856,507,569,437,58,85,193,0,1,five
683,392,652,891,573,38,112,67,0,1,h
761,617,731,755,772,199,217,179,1,1,z
490,857,420,712,738,151,43,85,0,1,one
767,566,723,746,776,180,218,192,1,1,z
677,631,506,823,322,57,70,31,1,1,age
411,456,358,386,437,26,47,56,1,0,e
491,445,861,808,463,78,80,197,0,1,k
839,394,764,417,515,124,218,94,1,0,year
891,536,601,814,493,207,35,211,1,1,j
695,805,430,440,765,28,189,100,0,0,i
383,326,770,477,377,144,89,135,0,1,no
625,598,517,621,375,20,192,58,0,1,time
430,514,806,619,530,101,176,157,1,0,fifty
824,882,746,352,657,185,83,129,1,0,r
492,863,792,883,611,153,187,24,1,0,their
656,798,371,875,831,121,201,61,1,1,b
515,641,436,367,565,77,217,187,1,0,her
827,465,866,412,635,47,191,147,1,0,hate
645,385,525,559,870,71,25,58,1,0,other
594,619,490,642,842,91,73,103,0,1,hands
614,766,533,468,737,199,74,129,1,0,g
782,826,497,740,393,173,52,133,1,0,yes
683,440,534,869,814,230,58,187,0,1,half
631,553,575,804,639,28,199,84,0,1,o
507,742,593,612,581,152,35,154,1,0,where
833,508,530,688,807,62,73,68,0,0,c
455,371,425,419,694,70,141,206,0,0,outside
909,380,631,601,612,193,13,244,1,0,m
690,703,441,879,872,131,198,146,0,1,happy
549,667,421,348,501,56,199,191,1,0,her
859,592,826,619,723,33,149,115,0,0,four
737,782,744,518,892,197,42,198,0,1,v
793,862,721,356,680,174,62,131,1,0,r
404,616,852,538,399,192,209,60,1,1,old
728,752,647,687,852,211,88,59,0,1,thank
345,444,821,522,631,174,110,206,1,0,d
728,864,440,465,741,40,216,83,1,0,i
666,371,635,904,576,20,77,36,0,1,h
770,901,416,376,427,128,74,76,0,0,of
498,390,810,601,760,24,40,142,0,1,eat
358,844,363,414,758,219,49,155,1,0,ten
579,906,562,654,380,125,31,132,1,0,opposite
560,700,535,616,546,161,16,161,1,0,where
470,499,819,649,808,1,172,82,0,1,him
690,353,687,888,625,21,95,48,0,1,h
673,476,414,885,456,130,91,78,1,1,y
565,828,469,883,462,195,214,46,1,0,head
796,886,682,370,695,176,50,121,1,0,r
378,441,395,393,476,38,38,31,1,0,e
552,778,451,548,657,192,140,137,1,1,s
571,534,479,386,484,206,123,173,0,0,six
856,365,499,771,504,147,30,199,1,0,how
560,425,635,435,502,43,68,219,1,1,hungry
814,847,380,350,433,104,90,87,0,0,of
749,524,747,767,775,180,198,188,1,1,z
448,568,475,759,419,206,189,35,1,1,thirty
512,621,718,432,447,113,93,123,1,0,u
400,870,510,525,446,86,97,136,0,0,hours
688,823,474,813,857,109,196,64,1,1,b
909,483,441,387,910,47,163,124,1,0,heavy
803,884,464,539,439,73,63,157,0,1,five
731,441,745,619,426,187,39,118,0,0,or
344,866,368,397,831,203,58,143,1,0,ten
914,518,718,747,927,23,66,151,0,1,p
403,580,773,595,523,91,174,156,1,0,fifty
624,580,524,796,652,15,194,103,0,1,o
578,365,867,851,665,89,74,197,0,0,home
437,767,723,803,642,79,148,93,0,1,sixty
892,572,577,801,472,216,13,201,1,1,j
706,475,458,900,827,223,48,173,0,1,half
608,912,536,672,352,112,47,152,1,0,opposite
337,835,801,518,381,54,85,126,1,1,a
511,410,781,595,762,59,63,135,0,1,eat
710,800,425,474,796,76,180,93,0,0,i
673,435,455,523,598,122,68,221,0,0,why
558,531,531,390,459,209,94,207,0,0,six
390,446,787,543,701,188,92,206,1,1,d
541,630,695,439,424,102,85,132,1,0,u
906,453,662,581,632,186,24,217,1,0,m
561,715,850,732,844,187,43,152,0,1,f
341,680,348,734,648,130,139,41,0,1,hello
845,828,577,611,832,243,105,248,1,1,years
548,842,413,706,712,158,33,82,0,1,one
683,448,520,897,838,236,85,187,0,1,half
298,620,880,537,388,215,225,54,1,1,old
755,896,710,374,720,153,68,131,1,0,r
746,413,531,873,794,242,65,173,0,1,half
549,782,431,581,640,193,133,169,1,1,s
859,429,689,539,595,223,23,229,1,1,m
526,587,494,401,431,233,235,49,1,1,them
473,783,732,816,670,45,150,54,0,1,sixty
590,820,718,446,464,46,47,192,0,1,has
396,421,395,444,483,1,54,23,1,0,e
507,643,434,364,505,61,231,194,1,0,her
908,394,359,836,853,229,166,81,1,0,he
496,631,469,386,496,83,226,194,1,0,her
886,547,611,782,535,187,12,175,1,1,j
921,443,638,536,607,186,32,229,1,0,m
704,444,523,863,828,240,57,180,0,1,half
762,841,450,634,483,131,176,224,0,1,once
692,388,443,554,590,113,88,247,0,1,why
625,841,734,434,469,59,14,220,0,0,has
361,877,356,448,837,215,46,149,1,0,ten
851,540,694,756,879,20,99,138,0,1,p
718,441,737,688,456,207,47,120,0,0,or
628,802,746,449,480,47,20,209,0,0,has
724,829,464,436,760,29,167,94,0,0,i
643,580,772,363,575,113,99,80,1,0,what
527,481,874,857,410,71,100,191,0,1,k
489,607,438,384,433,213,225,75,1,1,them
623,635,802,323,618,152,118,87,1,0,what
695,711,440,488,472,12,0,193,0,1,house
430,585,503,750,415,188,194,50,0,1,thirty
566,459,506,643,498,35,191,102,0,0,yesterday
596,450,624,595,832,64,96,48,1,0,eight
595,741,827,729,883,188,68,169,0,0,f
349,842,347,399,830,207,50,162,1,0,ten
695,480,392,928,467,113,79,75,0,1,y
531,597,751,527,791,58,231,26,0,0,which
842,326,556,791,507,165,64,200,1,0,how
664,384,692,839,569,36,51,39,0,1,h
728,515,712,539,301,84,93,35,1,0,hat
363,734,821,396,426,99,186,71,1,1,hand
371,852,762,491,356,61,83,124,1,1,a
504,873,808,893,429,83,126,197,0,0,twenty
619,867,738,446,450,73,49,221,0,0,has
502,474,738,547,891,114,174,215,1,0,apple
540,888,392,890,480,214,166,55,1,0,head
576,837,391,723,713,141,33,97,0,1,one
609,589,533,616,815,86,78,88,0,1,hands
569,673,895,755,857,178,68,148,0,1,f
471,887,809,864,359,75,123,186,0,0,twenty
866,826,645,571,799,243,105,233,1,1,years
637,734,702,474,863,32,167,24,1,0,drink
774,836,370,424,408,120,91,84,0,0,of
636,610,797,333,565,122,105,88,1,0,what
626,718,866,735,813,156,54,177,0,1,f
814,490,738,840,848,208,199,115,1,0,food
728,448,389,893,459,86,77,75,0,1,y
447,353,479,366,728,91,153,236,0,0,outside
828,848,627,598,837,236,108,222,1,1,years
541,732,553,576,550,154,33,132,1,0,where
805,876,448,580,400,58,69,177,0,0,five
328,795,825,482,332,65,95,139,1,1,a
630,809,381,831,864,81,200,68,1,1,b
380,749,773,756,442,171,217,183,0,1,two
379,689,372,733,584,135,125,42,0,1,hello
891,471,708,724,880,40,74,158,1,1,p
815,857,591,569,827,223,126,222,1,1,years
658,555,594,825,675,19,193,75,0,1,o
607,417,865,856,612,110,69,206,0,0,home
549,616,400,711,902,17,88,40,0,0,w
511,420,780,588,773,35,58,145,0,1,eat
723,717,431,491,431,24,32,164,0,1,house
878,415,499,428,871,40,153,141,1,0,heavy
673,683,437,475,447,35,31,188,0,1,house
458,666,494,334,697,169,33,179,0,1,your
866,581,857,673,730,0,152,110,0,0,four
350,609,866,550,390,207,218,63,1,1,old
562,641,718,431,463,103,82,141,1,0,u
856,365,496,754,532,147,66,217,1,0,how
616,878,569,658,353,121,25,127,1,0,opposite
564,810,386,741,724,169,43,76,0,1,one
564,419,605,413,490,42,59,214,0,1,hungry
863,834,609,492,384,192,185,89,0,1,have
548,446,476,560,486,41,194,87,0,0,yesterday
629,614,507,600,796,102,71,94,0,1,hands
505,859,412,908,457,198,177,31,1,0,head
773,815,433,690,449,150,155,209,1,1,once
713,743,630,723,828,204,64,70,0,1,thank
925,447,477,414,811,62,148,142,1,0,heavy
530,699,533,593,571,157,24,132,1,0,where
906,479,708,720,880,22,78,164,0,1,p
607,637,812,334,581,141,102,82,1,0,what
840,330,561,783,473,153,73,202,1,0,how
517,608,676,498,861,32,221,43,0,0,seven
630,764,506,468,712,192,70,117,1,0,g
672,421,492,551,638,144,75,251,0,1,why
717,744,688,567,831,191,41,180,0,1,v
480,385,804,571,811,22,56,141,0,1,eat
339,819,773,504,349,79,92,155,1,1,a
673,764,728,529,836,26,169,35,1,0,drink
556,623,728,458,488,87,109,138,1,0,u
557,640,698,467,459,82,102,115,1,1,u
414,546,793,615,552,82,177,147,1,0,fifty
537,633,674,490,803,33,216,58,0,0,seven
407,724,852,417,442,120,192,45,1,1,hand
792,906,534,767,418,68,158,218,0,0,take
793,889,699,397,718,171,64,118,1,1,r
388,537,779,601,530,106,149,161,1,0,fifty
891,436,458,400,870,44,163,123,1,0,heavy
805,840,436,641,482,119,168,200,1,1,once
607,582,788,376,609,131,113,75,1,0,what
489,612,654,490,798,52,217,39,0,0,seven
917,466,755,748,855,23,78,158,0,1,p
375,693,600,691,452,59,65,146,0,0,l
582,863,509,891,477,193,185,73,1,0,head
367,917,515,563,423,82,125,111,1,1,hours
532,476,700,525,895,119,183,213,1,0,apple
633,617,754,354,593,152,103,106,1,0,what
794,384,761,421,538,115,211,81,1,0,year
518,466,891,796,407,78,87,181,0,1,k
508,791,413,545,598,170,149,175,1,1,s
567,648,568,644,376,21,219,52,0,1,time
599,552,497,604,824,69,92,83,1,1,hands
382,688,844,439,417,113,209,57,1,1,hand
406,555,770,631,488,104,168,167,1,0,fifty
776,396,367,849,731,100,204,167,0,1,nine
857,576,579,796,539,215,45,210,1,1,j
889,446,662,574,579,160,14,230,1,0,m
432,615,779,380,614,195,203,163,1,0,x
547,872,469,885,453,196,173,52,0,0,head
626,808,705,419,456,77,60,212,1,0,has
881,375,340,846,761,228,186,102,1,0,he
485,892,823,911,407,112,137,205,0,0,twenty
442,422,398,434,448,29,51,38,0,0,e
625,727,496,856,854,134,180,143,0,1,happy
568,457,634,427,505,59,40,200,0,1,hungry
